Timestamp,Metabolic_State,CO2_ppm,O2_percent,Humidity_percent
2025-01-01 1:32:00,sleep,447.5826019,20.75763035,58.39003422
2025-01-01 1:33:00,rest,595.510332,20.57706722,43.88003691
2025-01-01 1:34:00,exercise,874.621518,20.24885337,67.0181906
2025-01-01 1:35:00,sleep,441.8691428,20.80864736,56.01214439
2025-01-01 1:36:00,rest,628.2563751,20.57300471,52.78741698
2025-01-01 1:37:00,exercise,903.0993539,20.16769248,63.63922578
2025-01-01 1:38:00,rest,582.3313172,20.56650178,41.61910717
2025-01-01 1:39:00,rest,603.3503042,20.59024957,50.43985104
2025-01-01 1:40:00,rest,618.9085632,20.60671261,47.95205659
2025-01-01 1:41:00,rest,562.0218651,20.6520493,53.59191087
2025-01-01 1:42:00,sleep,448.0960569,20.76766769,60.86851668
2025-01-01 1:43:00,sleep,448.1523707,20.76410276,60.63079423
2025-01-01 1:44:00,rest,619.6455822,20.65012802,41.5765068
2025-01-01 1:45:00,exercise,865.7297288,20.2127586,63.23873345
2025-01-01 1:46:00,sleep,452.6037786,20.72340459,59.41554882
2025-01-01 1:47:00,sleep,447.3726098,20.87952352,56.23783969
2025-01-01 1:48:00,rest,583.9808912,20.6066862,56.41238194
2025-01-01 1:49:00,exercise,922.005889,20.15375199,56.17369455
2025-01-01 1:50:00,sleep,459.8905402,20.8004652,64.95114179
2025-01-01 1:51:00,exercise,888.3231717,20.22403454,61.60371493
2025-01-01 1:52:00,sleep,459.9993752,20.80972617,60.05590151
2025-01-01 1:53:00,exercise,935.7998372,20.2887197,66.31067195
2025-01-01 1:54:00,rest,595.7891655,20.62311526,61.57206625
2025-01-01 1:55:00,rest,596.9983075,20.61582168,55.96895701
2025-01-01 1:56:00,rest,592.6327107,20.5800694,45.1764933
2025-01-01 1:57:00,rest,620.0351257,20.63574204,48.82682349
2025-01-01 1:58:00,sleep,462.7016973,20.83314934,62.12060386
2025-01-01 1:59:00,sleep,461.9137972,20.71647309,69.83885819
2025-01-01 2:00:00,rest,607.5537378,20.64249228,51.72154393
2025-01-01 2:01:00,exercise,899.7880218,20.20496148,54.91557366
2025-01-01 2:02:00,rest,612.8140995,20.63053794,48.61055084
2025-01-01 2:03:00,rest,605.4570841,20.63673902,51.73987582
2025-01-01 2:04:00,rest,594.0939806,20.6716447,52.46520868
2025-01-01 2:05:00,sleep,443.5257394,20.75019722,61.34835252
2025-01-01 2:06:00,exercise,911.2032481,20.39733811,62.98120172
2025-01-01 2:07:00,rest,607.6606904,20.53049433,49.72850292
2025-01-01 2:08:00,rest,577.7694402,20.46113143,54.54467444
2025-01-01 2:09:00,rest,612.1457347,20.67198732,48.05419593
2025-01-01 2:10:00,exercise,945.7769338,20.28492836,67.43416044
2025-01-01 2:11:00,exercise,883.6188575,20.07672506,68.67348831
2025-01-01 2:12:00,rest,595.2728816,20.63041584,56.01832716
2025-01-01 2:13:00,rest,588.8713369,20.62534127,51.49260127
2025-01-01 2:14:00,rest,599.4097931,20.59232306,61.613283
2025-01-01 2:15:00,rest,614.0868118,20.62955674,51.62284194
2025-01-01 2:16:00,rest,578.3001279,20.56757642,51.41713082
2025-01-01 2:17:00,rest,600.5028011,20.59868405,56.36226894
2025-01-01 2:18:00,rest,570.1287318,20.61619889,54.29960461
2025-01-01 2:19:00,rest,578.7862079,20.6379492,46.17088831
2025-01-01 2:20:00,rest,616.3039035,20.63123086,54.57090306
2025-01-01 2:21:00,sleep,464.0781951,20.85133113,55.70612076
2025-01-01 2:22:00,rest,583.1707927,20.56699264,50.06365268
2025-01-01 2:23:00,rest,609.6081272,20.57912223,45.04263741
2025-01-01 2:24:00,sleep,444.1596949,20.73923661,47.55894414
2025-01-01 2:25:00,rest,606.2751163,20.62281425,57.30150438
2025-01-01 2:26:00,exercise,913.063226,20.02192056,71.37314441
2025-01-01 2:27:00,rest,610.0609261,20.55687287,47.9006085
2025-01-01 2:28:00,rest,613.54772,20.63908138,49.68726621
2025-01-01 2:29:00,exercise,891.1232064,20.10037575,63.24532804
2025-01-01 2:30:00,sleep,444.0764757,20.74235055,58.28123697
2025-01-01 2:31:00,exercise,941.5120325,20.16388884,63.81278885
2025-01-01 2:32:00,sleep,454.6522955,20.89238678,59.65945961
2025-01-01 2:33:00,sleep,468.0294566,20.75742917,60.20275445
2025-01-01 2:34:00,rest,590.0572795,20.69227296,47.60579446
2025-01-01 2:35:00,rest,600.7646233,20.62245115,49.9688403
2025-01-01 2:36:00,rest,626.5768903,20.64173837,52.96982958
2025-01-01 2:37:00,rest,581.5156864,20.56093853,59.51391003
2025-01-01 2:38:00,exercise,864.0728633,20.18449296,58.0035763
2025-01-01 2:39:00,rest,621.1584806,20.62710389,47.19793868
2025-01-01 2:40:00,rest,603.6168683,20.52221994,48.80874828
2025-01-01 2:41:00,sleep,451.1628694,20.80448115,55.53898329
2025-01-01 2:42:00,sleep,448.4372965,20.79138608,44.72823571
2025-01-01 2:43:00,rest,596.9975562,20.58138516,52.66373157
2025-01-01 2:44:00,sleep,450.8489998,20.82194225,55.97177291
2025-01-01 2:45:00,rest,620.3157002,20.61572404,43.0070547
2025-01-01 2:46:00,rest,586.3483021,20.6351696,51.0621893
2025-01-01 2:47:00,sleep,450.5741356,20.86707476,52.29453273
2025-01-01 2:48:00,rest,583.8572152,20.52451461,55.49776772
2025-01-01 2:49:00,sleep,474.0687567,20.66060363,70.30768854
2025-01-01 2:50:00,rest,590.18567,20.58326213,44.17834025
2025-01-01 2:51:00,rest,604.7194554,20.66966959,45.74752389
2025-01-01 2:52:00,rest,597.8239766,20.58525571,45.42964133
2025-01-01 2:53:00,sleep,441.6481393,20.8155323,69.67954957
2025-01-01 2:54:00,rest,620.139008,20.57782813,50.29641358
2025-01-01 2:55:00,sleep,461.0802811,20.81913484,57.13473992
2025-01-01 2:56:00,rest,602.1678226,20.69090113,50.53420312
2025-01-01 2:57:00,rest,576.2336771,20.62301541,51.07087374
2025-01-01 2:58:00,rest,600.8074235,20.55482465,55.44089154
2025-01-01 2:59:00,exercise,931.7935496,20.16175904,65.45466014
2025-01-01 3:00:00,rest,595.0779721,20.60653018,53.07139371
2025-01-01 3:01:00,sleep,436.3498976,20.75882587,68.22046983
2025-01-01 3:02:00,sleep,447.4234436,20.78368604,54.09480878
2025-01-01 3:03:00,exercise,895.5986939,20.29528948,73.82218065
2025-01-01 3:04:00,sleep,443.9669441,20.79817546,53.10642206
2025-01-01 3:05:00,rest,616.2951654,20.63611109,41.89374671
2025-01-01 3:06:00,rest,595.1940061,20.63501098,48.80916281
2025-01-01 3:07:00,rest,575.2024127,20.56925665,51.00819336
2025-01-01 3:08:00,rest,586.2231547,20.66207157,47.94367137
2025-01-01 3:09:00,rest,581.1209706,20.52861764,44.36129283
2025-01-01 3:10:00,rest,591.9574694,20.4980163,57.28730963
2025-01-01 3:11:00,exercise,918.8577931,20.1289568,70.08785055
2025-01-01 3:12:00,rest,577.0377608,20.7141354,57.21656536
2025-01-01 3:13:00,rest,574.9164027,20.57786365,49.80286759
2025-01-01 3:14:00,rest,599.6455836,20.49599031,52.65737813
2025-01-01 3:15:00,rest,621.3271469,20.46758678,48.39157637
2025-01-01 3:16:00,exercise,862.9033209,20.30517587,71.43116604
2025-01-01 3:17:00,sleep,456.8020953,20.79096048,68.15367246
2025-01-01 3:18:00,rest,584.1034819,20.72647925,46.72412194
2025-01-01 3:19:00,exercise,895.5070964,20.28559612,63.11949088
2025-01-01 3:20:00,rest,596.0579184,20.69863358,46.55042856
2025-01-01 3:21:00,sleep,461.36895,20.82074526,55.27500163
2025-01-01 3:22:00,rest,608.275425,20.6220389,53.23182757
2025-01-01 3:23:00,exercise,855.4574254,20.26123019,67.43765956
2025-01-01 3:24:00,exercise,911.7075118,20.2209865,64.05432063
2025-01-01 3:25:00,rest,580.5851898,20.54244977,53.76351014
2025-01-01 3:26:00,sleep,464.930196,20.74961576,71.61140997
2025-01-01 3:27:00,exercise,868.6464235,20.2690137,67.61627649
2025-01-01 3:28:00,rest,592.6629563,20.55776246,48.33102279
2025-01-01 3:29:00,exercise,862.099751,20.1852831,70.51592566
2025-01-01 3:30:00,rest,588.2647755,20.61826667,57.80497985
2025-01-01 3:31:00,sleep,449.0923993,20.81091096,75.47053256
2025-01-01 3:32:00,rest,568.4586931,20.62650206,50.50692749
2025-01-01 3:33:00,sleep,437.4659614,20.81428608,56.66350001
2025-01-01 3:34:00,rest,582.9596324,20.54969201,44.04072066
2025-01-01 3:35:00,exercise,878.1830177,20.05981594,68.92454249
2025-01-01 3:36:00,rest,599.1667763,20.62440932,46.53200153
2025-01-01 3:37:00,exercise,904.8369441,20.21792833,67.44223966
2025-01-01 3:38:00,rest,592.3198667,20.64859878,48.16799671
2025-01-01 3:39:00,rest,616.380587,20.60812461,53.08628032
2025-01-01 3:40:00,exercise,869.7894365,20.12617449,62.5056385
2025-01-01 3:41:00,rest,614.0809851,20.50392735,43.35909354
2025-01-01 3:42:00,rest,620.2998432,20.67819513,52.69022693
2025-01-01 3:43:00,rest,604.3754026,20.53952417,51.57036972
2025-01-01 3:44:00,rest,594.2751255,20.58108703,44.10164635
2025-01-01 3:45:00,sleep,471.90681,20.79162467,57.0361123
2025-01-01 3:46:00,exercise,894.021195,20.21901725,60.86460974
2025-01-01 3:47:00,exercise,872.5206545,20.21640252,59.9002426
2025-01-01 3:48:00,rest,635.8677909,20.5647566,51.41709956
2025-01-01 3:49:00,rest,588.1519555,20.55222492,50.96198159
2025-01-01 3:50:00,rest,610.479476,20.58378673,46.71219429
2025-01-01 3:51:00,rest,614.1209518,20.5857823,51.98021438
2025-01-01 3:52:00,rest,575.3729098,20.53662979,48.0736481
2025-01-01 3:53:00,exercise,935.5281953,20.30887956,60.98323407
2025-01-01 3:54:00,rest,595.4123493,20.60183221,55.90544334
2025-01-01 3:55:00,sleep,450.1020213,20.77446876,54.16582597
2025-01-01 3:56:00,exercise,902.943261,20.2248235,64.0748687
2025-01-01 3:57:00,rest,596.7314955,20.6341459,58.01875303
2025-01-01 3:58:00,exercise,871.0190248,20.27810578,62.76342737
2025-01-01 3:59:00,sleep,442.1516282,20.90228501,62.49298069
2025-01-01 4:00:00,sleep,432.8472773,20.81206603,52.66771979
2025-01-01 4:01:00,exercise,909.7777059,20.26978291,62.74431693
2025-01-01 4:02:00,sleep,436.918507,20.91598005,56.56099269
2025-01-01 4:03:00,exercise,892.2202034,20.25190499,59.18207219
2025-01-01 4:04:00,exercise,878.3196346,20.15753221,63.76021046
2025-01-01 4:05:00,rest,615.6047227,20.61411168,46.24421747
2025-01-01 4:06:00,sleep,460.4651616,20.73289376,60.11551566
2025-01-01 4:07:00,rest,607.7087631,20.60227822,54.79620253
2025-01-01 4:08:00,exercise,855.4080914,20.21289377,62.76965906
2025-01-01 4:09:00,rest,608.2384589,20.54357416,56.29796277
2025-01-01 4:10:00,rest,632.6268229,20.55219663,48.28441481
2025-01-01 4:11:00,rest,608.692886,20.60967638,53.20025871
2025-01-01 4:12:00,sleep,440.8640395,20.89161037,59.01304641
2025-01-01 4:13:00,exercise,916.0495989,20.20977017,75.84139087
2025-01-01 4:14:00,exercise,898.1298155,20.18248608,69.23117943
2025-01-01 4:15:00,exercise,878.3189589,20.14291471,69.2597333
2025-01-01 4:16:00,rest,598.3423436,20.54819431,48.03636677
2025-01-01 4:17:00,rest,600.5001215,20.61200247,53.10955242
2025-01-01 4:18:00,sleep,438.1293269,20.8357933,62.11264172
2025-01-01 4:19:00,rest,589.0447575,20.58847574,49.50344728
2025-01-01 4:20:00,rest,570.1426654,20.63212855,51.49206466
2025-01-01 4:21:00,exercise,918.8021585,20.16330875,66.01726386
2025-01-01 4:22:00,exercise,940.2121245,20.08376629,61.18859618
2025-01-01 4:23:00,exercise,907.9577056,20.16832886,64.03090551
2025-01-01 4:24:00,exercise,895.5935205,20.18871069,66.56927712
2025-01-01 4:25:00,exercise,892.4910151,20.32927638,64.01146819
2025-01-01 4:26:00,sleep,439.7961755,20.75690049,67.25528968
2025-01-01 4:27:00,exercise,861.3541205,20.18517912,61.07324631
2025-01-01 4:28:00,rest,598.0270285,20.52849449,46.35495939
2025-01-01 4:29:00,rest,616.4550744,20.66456454,49.4742746
2025-01-01 4:30:00,sleep,455.3936544,20.75290445,66.38465959
2025-01-01 4:31:00,rest,601.2229065,20.56840555,51.05986857
2025-01-01 4:32:00,rest,584.950536,20.48237079,55.42756745
2025-01-01 4:33:00,rest,611.9433326,20.58859072,53.62053329
2025-01-01 4:34:00,rest,591.8506075,20.69732387,59.26687787
2025-01-01 4:35:00,exercise,900.9155294,20.18540014,68.74449049
2025-01-01 4:36:00,exercise,904.2898742,20.16292519,68.52523524
2025-01-01 4:37:00,rest,598.5947638,20.63328837,41.06835925
2025-01-01 4:38:00,rest,588.8903108,20.6668361,60.97698826
2025-01-01 4:39:00,sleep,431.3950363,20.78102222,71.267444
2025-01-01 4:40:00,rest,593.1118638,20.67846141,51.51674174
2025-01-01 4:41:00,sleep,457.064441,20.83502471,57.20155932
2025-01-01 4:42:00,exercise,898.1499513,20.23185042,57.12744622
2025-01-01 4:43:00,rest,578.3544887,20.62533726,44.37776559
2025-01-01 4:44:00,sleep,433.2793219,20.80890092,62.8002134
2025-01-01 4:45:00,rest,626.6329834,20.54044047,53.38833654
2025-01-01 4:46:00,rest,582.3229606,20.53759396,45.52616683
2025-01-01 4:47:00,rest,593.7777269,20.56851453,49.95038374
2025-01-01 4:48:00,sleep,455.7824013,20.84394543,58.02278265
2025-01-01 4:49:00,exercise,934.4301249,20.37092785,63.00145404
2025-01-01 4:50:00,sleep,450.4439967,20.77939789,53.55699355
2025-01-01 4:51:00,sleep,460.9538138,20.91951502,63.43449704
2025-01-01 4:52:00,sleep,464.5188677,20.80463778,70.83544854
2025-01-01 4:53:00,rest,555.6516924,20.59185861,51.53750158
2025-01-01 4:54:00,sleep,446.4807763,20.76156896,56.38617863
2025-01-01 4:55:00,sleep,446.5920294,20.81671541,59.35073895
2025-01-01 4:56:00,rest,594.4964019,20.64274911,52.91836182
2025-01-01 4:57:00,rest,600.1369169,20.52495724,48.13131783
2025-01-01 4:58:00,sleep,478.7147538,20.73319718,60.01458473
2025-01-01 4:59:00,rest,604.803243,20.52126944,55.50677666
2025-01-01 5:00:00,rest,603.4988457,20.6955993,59.07699863
2025-01-01 5:01:00,sleep,452.9553248,20.74611918,58.8060824
2025-01-01 5:02:00,rest,623.6066693,20.60758792,52.322966
2025-01-01 5:03:00,sleep,463.3299724,20.7471875,60.93195649
2025-01-01 5:04:00,sleep,453.7329297,20.80722726,67.04867974
2025-01-01 5:05:00,rest,589.1572976,20.66730157,56.15131454
2025-01-01 5:06:00,sleep,435.6317541,20.76606353,58.9068866
2025-01-01 5:07:00,sleep,439.3305915,20.76142947,58.03037052
2025-01-01 5:08:00,rest,588.3559528,20.5361557,51.54952991
2025-01-01 5:09:00,exercise,913.8952316,20.16700011,67.58994194
2025-01-01 5:10:00,rest,612.7362829,20.61436398,51.97254749
2025-01-01 5:11:00,exercise,888.8880315,20.37490929,68.07637289
2025-01-01 5:12:00,exercise,912.9737654,20.21128002,63.38124783
2025-01-01 5:13:00,exercise,912.2174631,20.08933022,69.37411358
2025-01-01 5:14:00,rest,604.9477379,20.60892451,46.75769406
2025-01-01 5:15:00,rest,584.8515935,20.50990031,53.99066522
2025-01-01 5:16:00,rest,577.7218553,20.63222301,60.71794095
2025-01-01 5:17:00,sleep,440.4729606,20.80708916,73.1162428
2025-01-01 5:18:00,rest,601.1321629,20.63104758,43.10660479
2025-01-01 5:19:00,exercise,882.6573368,20.10384573,67.79664723
2025-01-01 5:20:00,rest,598.3503352,20.56104711,51.88035712
2025-01-01 5:21:00,rest,612.5336515,20.51254717,47.69661984
2025-01-01 5:22:00,rest,617.6414977,20.63362205,51.56966642
2025-01-01 5:23:00,rest,599.0815933,20.5795103,51.2757553
2025-01-01 5:24:00,rest,601.8377143,20.56764501,56.30203608
2025-01-01 5:25:00,rest,627.5530647,20.68123369,41.35824537
2025-01-01 5:26:00,rest,596.213483,20.62038128,42.50388488
2025-01-01 5:27:00,rest,593.7111361,20.67013372,52.08026889
2025-01-01 5:28:00,exercise,905.9976777,20.31982656,60.60876628
2025-01-01 5:29:00,exercise,886.9123817,20.19748343,61.36752674
2025-01-01 5:30:00,sleep,445.4622558,20.84116578,65.6588522
2025-01-01 5:31:00,exercise,881.8972079,20.25386951,63.93474999
2025-01-01 5:32:00,rest,584.7936648,20.52200241,51.66207815
2025-01-01 5:33:00,rest,580.7557109,20.60071831,52.48048609
2025-01-01 5:34:00,rest,622.6902036,20.5821751,42.77259099
2025-01-01 5:35:00,rest,602.0441577,20.605873,45.60173518
2025-01-01 5:36:00,sleep,451.4889231,20.76563246,57.29183052
2025-01-01 5:37:00,rest,604.7442884,20.5918429,53.19564488
2025-01-01 5:38:00,rest,615.1111758,20.58016386,51.45599892
2025-01-01 5:39:00,rest,607.079667,20.60489454,51.8630231
2025-01-01 5:40:00,rest,616.9901981,20.59528041,46.41943104
2025-01-01 5:41:00,rest,608.448284,20.54087295,58.40336872
2025-01-01 5:42:00,rest,611.8015907,20.63705743,47.59646209
2025-01-01 5:43:00,exercise,874.8738129,20.08102793,67.59138231
2025-01-01 5:44:00,rest,622.6053002,20.57137908,42.80640379
2025-01-01 5:45:00,sleep,464.2207926,20.69543591,60.0768091
2025-01-01 5:46:00,rest,604.2053708,20.67585219,60.0069176
2025-01-01 5:47:00,rest,587.324763,20.60633166,50.75626379
2025-01-01 5:48:00,rest,615.8286865,20.57796592,47.14309303
2025-01-01 5:49:00,sleep,446.0267103,20.74600044,63.78785317
2025-01-01 5:50:00,rest,632.2076831,20.46832742,42.59347787
2025-01-01 5:51:00,rest,599.2381561,20.6472225,48.73779412
2025-01-01 5:52:00,rest,606.0686073,20.59344162,48.82387317
2025-01-01 5:53:00,rest,605.8055025,20.56091888,48.73066801
2025-01-01 5:54:00,exercise,925.3561287,20.04941919,70.58449028
2025-01-01 5:55:00,rest,612.9456488,20.62905471,47.43240292
2025-01-01 5:56:00,rest,607.2130538,20.61989681,48.49312346
2025-01-01 5:57:00,rest,593.4431049,20.55971691,46.18151689
2025-01-01 5:58:00,exercise,968.6361262,20.2905696,64.91209674
2025-01-01 5:59:00,rest,582.9210865,20.63192419,53.19846646
2025-01-01 6:00:00,sleep,441.909405,20.89314846,57.59454624
2025-01-01 6:01:00,sleep,438.1090208,20.71831801,62.88418152
2025-01-01 6:02:00,rest,607.8389164,20.62073951,55.93673989
2025-01-01 6:03:00,exercise,919.4642916,20.17857201,72.27701585
2025-01-01 6:04:00,sleep,444.9326896,20.68356708,56.09288739
2025-01-01 6:05:00,sleep,437.4099001,20.75776249,63.01216363
2025-01-01 6:06:00,exercise,900.8565201,20.15802615,62.4870045
2025-01-01 6:07:00,exercise,913.6129384,19.97976085,69.63563312
2025-01-01 6:08:00,sleep,446.2725991,20.85259051,67.21734793
2025-01-01 6:09:00,rest,607.6204396,20.58411067,47.46957116
2025-01-01 6:10:00,rest,599.6373703,20.61190482,47.72454165
2025-01-01 6:11:00,rest,580.5212695,20.50700056,48.92344868
2025-01-01 6:12:00,exercise,879.274799,20.23798582,60.90265674
2025-01-01 6:13:00,sleep,452.6189321,20.78603145,63.90987699
2025-01-01 6:14:00,sleep,453.609737,20.91538884,66.77119746
2025-01-01 6:15:00,sleep,461.4546394,20.86496774,60.18405041
2025-01-01 6:16:00,sleep,445.7931675,20.73220209,62.43031579
2025-01-01 6:17:00,sleep,438.6074396,20.81753708,63.27782088
2025-01-01 6:18:00,sleep,449.3268033,20.80454279,59.43586642
2025-01-01 6:19:00,rest,604.1550641,20.55853967,51.60054
2025-01-01 6:20:00,sleep,432.3687592,20.87529052,57.71727798
2025-01-01 6:21:00,exercise,895.0337066,20.06962831,63.46236005
2025-01-01 6:22:00,rest,593.4357911,20.63443151,49.13645694
2025-01-01 6:23:00,rest,602.7347835,20.55523719,48.9940708
2025-01-01 6:24:00,sleep,447.9163499,20.8478474,64.28651496
2025-01-01 6:25:00,sleep,447.544261,20.71456514,57.47168159
2025-01-01 6:26:00,rest,596.5637403,20.66206279,48.58718025
2025-01-01 6:27:00,rest,581.2268875,20.67251883,57.12642268
2025-01-01 6:28:00,rest,591.8274351,20.62148914,49.80141599
2025-01-01 6:29:00,rest,594.6692061,20.66534578,55.77235831
2025-01-01 6:30:00,rest,574.1398343,20.55334123,51.064055
2025-01-01 6:31:00,rest,591.9755771,20.55510787,56.98737205
2025-01-01 6:32:00,exercise,889.0729172,20.14374227,62.91908688
2025-01-01 6:33:00,rest,584.5241207,20.60759872,52.17294371
2025-01-01 6:34:00,exercise,924.1010368,20.05258145,63.08807582
2025-01-01 6:35:00,exercise,915.8312255,20.15927792,69.9518559
2025-01-01 6:36:00,sleep,448.7402376,20.81561716,65.25398016
2025-01-01 6:37:00,rest,597.1412832,20.62015912,50.59174254
2025-01-01 6:38:00,rest,604.6860441,20.58422335,51.1137825
2025-01-01 6:39:00,rest,593.4552409,20.6241196,39.75272129
2025-01-01 6:40:00,rest,592.1301146,20.60588907,45.71408044
2025-01-01 6:41:00,rest,620.722095,20.70259139,53.21634618
2025-01-01 6:42:00,sleep,442.9192706,20.8868509,62.04065672
2025-01-01 6:43:00,sleep,436.4009864,20.79925447,60.84582535
2025-01-01 6:44:00,sleep,461.741521,20.76925914,63.91401536
